Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership
KTCC 419A,Tractor,TT 490,Oil Filter,Engine,AutoGen_3,1814.89,18-12-24,Reduced engine performance,Preventive,38.24,176.51,23038.33,30115.07
KTCA 700F,Tractor,TT 490,Battery,Electrical,AutoGen_7,4490.96,24-05-25,Won't start,Preventive,51.27,1755.12,22077.06,42439.92
KTCA 977A,Tractor,TS 6000,Radiator,Cooling System,AutoGen_8,7138.88,18-01-25,Coolant leakage,Corrective,72.56,101.14,7520.08,24260.36
KTCC 444C,Tractor,TT 490,Brake Pads,Braking System,AutoGen_7,13849.68,13-03-25,Overheating,Breakdown,194.01,373.25,27186.13,48645.49
KTCA 433H,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_1,7404.89,18-08-24,Clogged filter,Preventive,145.98,1745.62,18447.08,33890.07
KTCB 659A,Tractor,TT 490,Brake Pads,Braking System,AutoGen_6,4288.29,19-06-24,Engine noise,Breakdown,37.5,1351.92,11678.07,35203.03
KTCC 482H,Tractor,TS 6110,Tyre,Wheels,JKT,11907.82,28-07-24,Puncture,Preventive,85.48,625.57,26746.99,58529.6
KTCB 102C,Tractor,TT 490,Radiator,Cooling System,AutoGen_1,12130.84,11-02-25,Coolant leakage,Breakdown,176.17,1628.92,12695.39,34136.54
KTCA 290H,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_5,9567.74,27-09-24,Engine noise,Preventive,39.23,164.94,15280.65,37265.88
KTCA 563H,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_2,4915.62,09-11-24,Low power,Breakdown,195.43,1301.93,22346.41,42888.98
KTCA 571E,Tractor,TT 490,Oil Filter,Engine,AutoGen_2,6132.85,08-06-25,Oil leakage,Emergency,142.29,1732.92,17122.72,42645.92
KTCA 866D,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_7,13590.3,18-07-24,Low power,Emergency,81.23,1350.04,27019.33,46818.88
KTCC 502E,Tractor,TT 490,Air Filter,Air Intake,JKT,5392.61,06-04-25,Clogged filter,Breakdown,155.23,1480.01,23463.46,37290.83
KTCB 388G,Tractor,TS 6000,Battery,Electrical,AutoGen_6,13482.38,31-05-25,Battery issue,Emergency,153.96,551.84,15758.49,38982.49
KTCA 171A,Tractor,TT 490,Alternator,Electrical,AutoGen_7,5742.87,17-04-25,Overcharging,Breakdown,27.49,310.79,26504.27,47397.65
KTCB 616C,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_8,5583.39,03-05-25,Hydraulic issue,Emergency,188.95,444.42,19036.13,34291.26
KTCC 662A,Tractor,TS 6110,Battery,Electrical,AutoGen_7,13653.3,04-09-24,Won't start,Preventive,187.2,1075.33,15066.12,36483.64
KTCB 529B,Tractor,TT 490,Air Filter,Air Intake,JKT,5175.65,26-03-25,Clogged filter,Emergency,98.17,279.03,9263.05,26601.51
KTCA 567D,Tractor,"WINCH (VALTRA, SAME)",Air Filter,Air Intake,AutoGen_1,6696.55,27-10-24,Reduced air intake,Breakdown,72.28,873.02,7227.47,30762.31
KTCA 851E,Tractor,TT 490,Brake Pads,Braking System,AutoGen_4,1569.61,06-09-24,Low power,Emergency,137.34,944,28608.85,37501.61
KTCB 855F,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_7,9494.6,08-02-25,No power output,Emergency,22.2,799.11,21119.62,40517.35
KTCA 414B,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_1,3764.15,29-03-25,Engine noise,Breakdown,68.81,1557.17,28397.28,42257.81
KTCA 770B,Tractor,TS 6000,Oil Filter,Engine,AutoGen_9,13622.77,30-11-24,Reduced engine performance,Preventive,134.84,832.34,20003.32,51915.58
KTCC 307A,Tractor,TS 6110,Radiator,Cooling System,AutoGen_3,9929.46,10-08-24,Coolant leakage,Preventive,16.76,376.02,28376.8,47095.9
KTCB 272H,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,JKT,6392.39,14-10-24,No power output,Preventive,23.33,1099.9,12827.57,25761.82
KTCC 458F,Tractor,TT 490,Tyre,Wheels,JKT,3107.05,25-07-24,New tyre,Corrective,21.72,1281.05,10917.41,26396.9
KTCB 128C,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_3,6818.41,28-12-24,Clogged filter,Emergency,130.26,897.8,7761.87,30367.43
KTCA 856F,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_10,3658.36,03-09-24,Overheating,Corrective,81.37,1164.78,5464.33,22996.84
KTCA 340C,Tractor,TT 490,Brake Pads,Braking System,AutoGen_10,2758.45,15-07-24,Low power,Preventive,49.76,1307.2,21331.45,35675.97
KTCB 356C,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_8,9176.79,02-04-25,Low power,Emergency,71.08,1638.48,16127.65,36877.57
KTCC 211B,Tractor,TS 6110,Radiator,Cooling System,AutoGen_1,5402.24,12-02-25,Overheating,Emergency,106.02,1917.83,19489.83,37961.27
KTCC 872A,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_6,4854.11,24-10-24,Engine noise,Breakdown,195.35,213.03,11589.87,25752.89
KTCC 324G,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_3,7413.19,13-06-25,Low pressure,Breakdown,194.56,521.41,7549.57,28744.46
KTCC 795B,Tractor,"WINCH (VALTRA, SAME)",Battery,Electrical,JKT,4576.81,13-08-24,Low voltage,Breakdown,39.54,1910.91,26123.12,49408.85
KTCB 181A,Tractor,TT 490,Spark Plug,Ignition,AutoGen_3,10548.28,11-03-25,Overheating,Corrective,107.44,667.02,25782,43829.41
KTCC 526G,Tractor,TS 6110,Radiator,Cooling System,AutoGen_9,1695.62,13-06-25,Coolant leakage,Preventive,132.18,838.34,14706.65,21840.37
KTCA 614E,Tractor,TS 6000,Brake Pads,Braking System,JKT,9533.93,03-01-25,Low power,Corrective,193.18,1484.59,9677.02,35667.26
KTCA 995G,Tractor,TT 490,Battery,Electrical,AutoGen_7,2272.1,07-09-24,Battery issue,Corrective,191.06,564.98,24573.16,34744.84
KTCC 444A,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_7,7157.13,04-07-24,Low power,Emergency,75.17,1769.52,11538.3,36844.73
KTCC 416C,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_5,2082.44,09-05-25,Hydraulic issue,Breakdown,10.68,1987.77,10646.25,22392.27
KTCC 811E,Tractor,TS 6110,Air Filter,Air Intake,AutoGen_9,7234.68,15-08-24,Reduced air intake,Emergency,138.61,920.74,22672.55,45262.68
KTCA 286B,Tractor,"WINCH (VALTRA, SAME)",Radiator,Cooling System,AutoGen_7,3312.45,15-11-24,Overheating,Corrective,54.47,490.96,13619.25,35036.85
KTCC 301G,Tractor,TS 6000,Tyre,Wheels,JKT,10747.08,25-11-24,New tyre,Emergency,157.71,975.02,16362.73,41883.63
KTCA 623D,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_3,4642.24,17-02-25,Clogged filter,Breakdown,193.4,1567.44,25257.07,46461.38
KTCA 887B,Tractor,TS 6000,Tyre,Wheels,JKT,13259.15,08-11-24,Tyre burst,Preventive,37.99,437.68,26845.16,58395.85
KTCC 551B,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,8327.64,06-03-25,Puncture,Corrective,169.07,904.58,9244.67,32786.81
KTCC 166G,Tractor,TS 6000,Hydraulic Pump,Hydraulics,AutoGen_5,10887.8,08-01-25,Hydraulic issue,Breakdown,92.36,1284.7,7625.07,29637.54
KTCC 121F,Tractor,TS 6110,Oil Filter,Engine,AutoGen_5,6642.82,11-04-25,Oil leakage,Emergency,147.06,339.58,20596.9,39114.74
KTCA 894G,Tractor,TS 6000,Alternator,Electrical,AutoGen_7,4810.22,03-12-24,No power output,Breakdown,166.38,1649.27,11065.46,31658.29
KTCA 442C,Tractor,TS 6000,Oil Filter,Engine,AutoGen_8,5654.06,29-12-24,Oil leakage,Breakdown,198.98,1647.04,6747.1,20881.25
KTCC 991G,Tractor,TT 490,Tyre,Wheels,JKT,7175.85,09-10-24,Tyre burst,Breakdown,197.66,1469.58,20858.59,47443.01
KTCB 694D,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_6,6125.01,22-10-24,Hydraulic issue,Breakdown,121.07,530.06,24909,39706.46
KTCB 895E,Tractor,TS 6000,Tyre,Wheels,JKT,11382.4,15-01-25,New tyre,Corrective,157.14,110.25,17735.94,39736.27
KTCC 105A,Tractor,TS 6110,Fuel Pump,Fuel System,JKT,11642.8,09-04-25,Engine noise,Preventive,114.05,756.74,22087.78,51085.46
KTCB 626D,Tractor,TS 6000,Air Filter,Air Intake,AutoGen_6,6191.73,29-07-24,Reduced air intake,Emergency,58.35,1138.76,16970.46,37236.87
KTCC 924A,Tractor,TT 490,Hydraulic Pump,Hydraulics,AutoGen_3,8751.44,08-02-25,Hydraulic issue,Breakdown,119.9,1721.68,17658.42,46235.24
KTCC 110G,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,AutoGen_10,6193.85,25-04-25,Overcharging,Emergency,130.67,924.7,9062.78,34065.47
KTCC 615G,Tractor,TS 6110,Tyre,Wheels,JKT,5644.47,18-03-25,New tyre,Corrective,153.74,1851.61,29538.8,42607.64
KTCC 756G,Tractor,TS 6110,Hydraulic Pump,Hydraulics,AutoGen_1,1749.6,26-08-24,Low pressure,Breakdown,180.28,1558.48,15932.58,28153.06
KTCA 998F,Tractor,TS 6000,Battery,Electrical,AutoGen_6,4581.53,06-09-24,Low voltage,Corrective,47.06,1966.52,23974.01,37128.68
KTCA 484D,Tractor,TS 6000,Fuel Pump,Fuel System,AutoGen_6,10686.57,15-09-24,Low power,Emergency,40.7,1784.51,25349.78,55308.6
KTCA 759C,Tractor,TS 6000,Battery,Electrical,AutoGen_3,9483.75,03-11-24,Battery issue,Breakdown,16.95,1474.68,5988.87,27836.35
KTCC 294C,Tractor,TS 6110,Tyre,Wheels,JKT,5353.91,09-01-25,Tyre burst,Breakdown,155.35,1055.35,10690.99,34700.71
KTCA 960E,Tractor,TT 490,Tyre,Wheels,JKT,6599.12,07-07-24,New tyre,Corrective,98.77,108.38,18726.2,41856.62
KTCC 283A,Tractor,TS 6110,Fuel Pump,Fuel System,AutoGen_9,11282.39,12-05-25,Hydraulic issue,Emergency,134.09,941.89,28513.66,55316.55
KTCA 827G,Tractor,"WINCH (VALTRA, SAME)",Spark Plug,Ignition,AutoGen_1,7770.08,02-07-24,Hydraulic issue,Emergency,140.62,1731.49,20178.57,47702.47
KTCB 724H,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_10,6108.93,13-02-25,Low power,Preventive,135.49,1302.27,15037.16,29884.86
KTCB 875F,Tractor,TT 490,Oil Filter,Engine,AutoGen_9,7468.73,12-11-24,Oil leakage,Emergency,99.35,1833.78,28716.8,43416.61
KTCC 946B,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_9,7619,10-01-25,Hydraulic issue,Corrective,175.14,701.06,28727.44,46267.94
KTCC 816A,Tractor,"WINCH (VALTRA, SAME)",Oil Filter,Engine,AutoGen_8,10809.43,28-09-24,Reduced engine performance,Emergency,57.04,731.31,29305.14,48425.75
KTCA 953B,Tractor,TS 6000,Radiator,Cooling System,AutoGen_8,9143.16,13-01-25,Coolant leakage,Preventive,82.28,1638.63,12648.75,27464.16
KTCC 532H,Tractor,"WINCH (VALTRA, SAME)",Radiator,Cooling System,JKT,11067.1,09-09-24,Coolant leakage,Emergency,153.14,1338.23,23309.92,48708.56
KTCB 817A,Tractor,TT 490,Tyre,Wheels,JKT,4762.1,25-01-25,Puncture,Breakdown,186.59,1917.41,22351.87,42654.66
KTCA 955E,Tractor,TS 6000,Oil Filter,Engine,AutoGen_7,13081.88,18-10-24,Oil leakage,Preventive,105.6,1085.08,14836.79,46112.2
KTCA 603A,Tractor,TS 6110,Radiator,Cooling System,AutoGen_4,3607.32,10-11-24,Coolant leakage,Corrective,147.4,1634.01,20562.03,42909.71
KTCC 965D,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_10,7537.47,19-12-24,Engine noise,Preventive,54.64,1666.66,23748.46,37220.78
KTCA 264C,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_6,8513.18,08-10-24,Engine noise,Emergency,64.21,668.18,11750.97,36252.56
KTCA 353E,Tractor,"WINCH (VALTRA, SAME)",Tyre,Wheels,JKT,14909.09,20-12-24,Tyre burst,Corrective,65.69,618.09,5743.2,39881.31
KTCC 429A,Tractor,TS 6110,Spark Plug,Ignition,AutoGen_1,4620.42,07-05-25,Overheating,Preventive,199.41,1666.79,27610.65,39370.46
KTCB 154E,Tractor,"WINCH (VALTRA, SAME)",Alternator,Electrical,JKT,6438.19,04-02-25,No power output,Preventive,44.22,1400.26,13289.54,25323.73
KTCB 878G,Tractor,TS 6110,Oil Filter,Engine,AutoGen_7,6008.14,19-03-25,Oil leakage,Preventive,190.28,671.46,14480.53,36022.67
KTCA 119E,Tractor,"WINCH (VALTRA, SAME)",Brake Pads,Braking System,AutoGen_3,8737.42,23-06-24,Engine noise,Corrective,35.96,1488.95,14286.98,42431.36
KTCA 794C,Tractor,TT 490,Fuel Pump,Fuel System,AutoGen_1,14471.81,15-02-25,Engine noise,Preventive,62.52,524.72,25627.57,51239.82
KTCB 755B,Tractor,TS 6000,Brake Pads,Braking System,AutoGen_7,6451.6,24-05-25,Hydraulic issue,Breakdown,135.37,530.51,28199.18,46332.84
KTCB 966B,Tractor,"WINCH (VALTRA, SAME)",Fuel Pump,Fuel System,AutoGen_7,11364.25,01-08-24,Hydraulic issue,Corrective,141.82,1193.36,12669.82,41748.95
KTCC 646F,Tractor,TT 490,Radiator,Cooling System,JKT,7564.69,13-06-25,Coolant leakage,Emergency,166.55,770.71,6925.39,26917.99
KTCB 228A,Tractor,TT 490,Fuel Pump,Fuel System,JKT,10515.95,18-09-24,Overheating,Emergency,95.77,1453.18,14759.7,38551.49
KTCB 956A,Tractor,TS 6000,Battery,Electrical,AutoGen_2,13716.16,16-06-25,Low voltage,Breakdown,178.99,1299.55,5319.62,28085.47
KTCA 235H,Tractor,TS 6110,Alternator,Electrical,AutoGen_10,11274.73,02-03-25,Electrical failure,Preventive,63.15,134.51,10610.31,32760.43
KTCB 405A,Tractor,TS 6110,Radiator,Cooling System,AutoGen_5,12023.72,13-01-25,Overheating,Emergency,91.07,993.63,10336.25,35504.83
KAC 736H,Truck,FAW,Spark Plug,Ignition,JKT,14651.57,03-10-24,Hydraulic issue,Corrective,40.42,1332.57,6049.3,32805.91
KDA 851C,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_1,10115.66,24-12-24,Overheating,Corrective,10.82,1856.19,6753.56,23992.42
KBC 537B,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_4,1589.98,11-02-25,Hydraulic issue,Breakdown,197.34,1894.01,14354.81,32903.64
KCD 228F,Truck,FAW,Tyre,Wheels,JKT,2299.86,01-08-24,Puncture,Emergency,169.97,166.59,9010.95,21075.31
KDA 388F,Truck,ASHOK LEYLAND,Brake Pads,Braking System,AutoGen_6,8108.23,26-01-25,Engine noise,Corrective,150.81,1690.33,11035.33,34804.71
KBA 902F,Truck,FH,Spark Plug,Ignition,AutoGen_8,7434.73,14-02-25,Overheating,Preventive,68.91,737.36,10020.68,26653.55
KDC 437B,Truck,ASHOK LEYLAND,Hydraulic Pump,Hydraulics,AutoGen_10,7693.34,05-07-24,Hydraulic issue,Corrective,147.27,1259.7,6514.76,31577.51
KCD 756G,Truck,FH,Radiator,Cooling System,AutoGen_6,1893.21,03-07-24,Coolant leakage,Corrective,22.12,369.22,26497.62,38743.14
KCB 725A,Truck,FAW,Radiator,Cooling System,AutoGen_5,9246.07,02-11-24,Coolant leakage,Emergency,20.73,1654.74,18583.08,36330.37
KBB 112C,Truck,FAW,Spark Plug,Ignition,AutoGen_10,7092.22,11-07-24,Engine noise,Corrective,13.32,843.79,19288.53,32762.55
KCA 622E,Truck,FH,Spark Plug,Ignition,AutoGen_3,6595.55,12-05-25,Low power,Breakdown,137.6,602,26325.66,51402.75
KBC 315B,Truck,ASHOK LEYLAND,Alternator,Electrical,AutoGen_4,3829.45,21-12-24,Electrical failure,Breakdown,76.9,325.3,11808.73,34021.03
KBA 757E,Truck,ASHOK LEYLAND,Tyre,Wheels,JKT,7640.62,08-11-24,New tyre,Breakdown,10.5,101.54,11855.38,37949.96
KAD 518E,Truck,FH,Tyre,Wheels,JKT,3294.01,12-09-24,Puncture,Emergency,172.19,1958.34,19764.22,34526.03
KDB 748E,Truck,ASHOK LEYLAND,Battery,Electrical,JKT,5166.32,02-04-25,Low voltage,Preventive,52.25,1822.59,15485.79,26668.8
KAD 428B,Truck,FAW,Alternator,Electrical,JKT,8056.82,05-11-24,No power output,Corrective,163.07,1350.9,18226.44,39531.59
KBB 254A,Truck,FH,Alternator,Electrical,JKT,9019.84,25-12-24,Overcharging,Breakdown,25.15,442.24,24900.98,44145.49
KAC 649H,Truck,ASHOK LEYLAND,Air Filter,Air Intake,AutoGen_9,10821.74,30-04-25,Clogged filter,Corrective,78.53,1659.06,10425.01,36336.55
KDC 898B,Truck,FAW,Battery,Electrical,AutoGen_6,8895.64,16-12-24,Won't start,Breakdown,179.37,1380.3,18037.23,34796.85
KAD 265G,Truck,ASHOK LEYLAND,Hydraulic Pump,Hydraulics,AutoGen_2,4792.2,14-05-25,Low pressure,Emergency,39.68,1361.5,12384.53,24380.41
KAA 873C,Truck,ASHOK LEYLAND,Oil Filter,Engine,AutoGen_8,3131.11,24-03-25,Reduced engine performance,Emergency,77.85,491.96,22556.52,36511.4
KCB 913H,Truck,ASHOK LEYLAND,Battery,Electrical,AutoGen_4,12284.5,05-09-24,Low voltage,Emergency,17.23,1165.48,15667.66,41167.29
KBD 764C,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_7,1705.93,21-04-25,Coolant leakage,Emergency,165.76,410.15,9091,18321.79
KCD 456A,Truck,FAW,Radiator,Cooling System,JKT,10953.6,26-06-24,Coolant leakage,Preventive,193.78,1018.23,5118.68,35846.5
KDB 352B,Truck,FAW,Spark Plug,Ignition,AutoGen_8,13360.08,24-03-25,Overheating,Corrective,178.15,810.36,13117.18,31794.93
KAD 734H,Truck,ASHOK LEYLAND,Brake Pads,Braking System,JKT,12805.11,04-08-24,Low power,Preventive,125.79,1231.14,18884.62,45055.11
KCD 260A,Truck,FH,Oil Filter,Engine,AutoGen_1,7212.11,23-11-24,Reduced engine performance,Preventive,75.21,1189.1,10173.57,31050.09
KCB 616E,Truck,FAW,Tyre,Wheels,JKT,10165.21,20-09-24,Puncture,Preventive,130.73,767.04,9357.2,32017.68
KAB 982E,Truck,FH,Radiator,Cooling System,AutoGen_10,5452.17,19-05-25,Coolant leakage,Emergency,54.81,1288.54,29748.8,49915.76
KBC 722F,Truck,ASHOK LEYLAND,Brake Pads,Braking System,AutoGen_2,11795.58,02-03-25,Overheating,Preventive,184.19,274.12,20283.16,50472.16
KBB 515C,Truck,ASHOK LEYLAND,Tyre,Wheels,JKT,11801.94,07-04-25,Tyre burst,Emergency,184.1,1653.43,14626.18,40359.87
KBC 787A,Truck,FH,Oil Filter,Engine,AutoGen_3,12217.6,12-06-25,Reduced engine performance,Corrective,135.38,537.56,17292.61,41673.06
KCB 199C,Truck,FH,Alternator,Electrical,AutoGen_6,2082.7,01-12-24,Electrical failure,Emergency,171.45,682.49,6917.33,20536.08
KCA 423F,Truck,ASHOK LEYLAND,Air Filter,Air Intake,AutoGen_5,3010.05,03-08-24,Reduced air intake,Emergency,160.52,1834.74,22221.49,30609.4
KCD 241G,Truck,FAW,Radiator,Cooling System,AutoGen_8,3708.3,11-02-25,Overheating,Emergency,188.85,1374.21,16547.44,38372.04
KAD 227C,Truck,FH,Air Filter,Air Intake,AutoGen_5,2898.26,26-04-25,Reduced air intake,Preventive,10.8,1262.31,10427.6,28163.42
KAB 206F,Truck,ASHOK LEYLAND,Alternator,Electrical,AutoGen_7,7946.07,31-05-25,No power output,Breakdown,73.23,1836.95,19835.74,34945.77
KCD 147C,Truck,FAW,Air Filter,Air Intake,AutoGen_1,11796.09,18-10-24,Reduced air intake,Corrective,183.33,1625.91,11317.78,29021.83
KDD 479D,Truck,FAW,Hydraulic Pump,Hydraulics,AutoGen_10,10521.61,12-05-25,Fluid leakage,Preventive,176.83,171.09,10548.6,34157.76
KCA 984C,Truck,FH,Oil Filter,Engine,AutoGen_2,9191.3,10-05-25,Oil leakage,Preventive,102.54,931.97,23535.07,51385.8
KAD 374G,Truck,FH,Oil Filter,Engine,AutoGen_4,6536.79,11-11-24,Oil leakage,Breakdown,154.6,674.33,15905.14,30276.75
KCD 857D,Truck,FH,Hydraulic Pump,Hydraulics,AutoGen_5,2941.21,23-02-25,Fluid leakage,Preventive,76.17,1776.82,7597.79,25535
KBB 122A,Truck,FH,Hydraulic Pump,Hydraulics,AutoGen_4,2210.16,18-03-25,Hydraulic issue,Breakdown,10.34,398.61,23680.98,43507.52
KDB 405G,Truck,FH,Air Filter,Air Intake,AutoGen_6,10542.28,04-11-24,Reduced air intake,Emergency,31.82,1383.23,28791.54,55161.1
KCC 544B,Truck,FAW,Battery,Electrical,AutoGen_10,9362.51,19-10-24,Battery issue,Breakdown,75.6,1075.11,27368.2,52914.29
KAA 699E,Truck,FH,Spark Plug,Ignition,AutoGen_10,4453.93,07-11-24,Low power,Emergency,77.1,936.22,28076.06,37641.45
KCC 722F,Truck,FH,Tyre,Wheels,JKT,12895.59,08-03-25,New tyre,Breakdown,33.58,1462.1,17461.02,48470.04
KBD 612B,Truck,ASHOK LEYLAND,Air Filter,Air Intake,AutoGen_8,5251.56,21-05-25,Reduced air intake,Preventive,45.92,766.74,22780.87,45260.46
KAC 720B,Truck,FAW,Hydraulic Pump,Hydraulics,AutoGen_2,14742.47,28-02-25,Low pressure,Emergency,94.73,1224.23,18137.19,44954.46
KDA 452D,Truck,FAW,Fuel Pump,Fuel System,AutoGen_7,12703,24-05-25,Engine noise,Breakdown,75.18,1650.67,23457.37,51290.78
KCC 603F,Truck,FAW,Fuel Pump,Fuel System,JKT,2981.13,18-06-25,Overheating,Corrective,172.62,216.4,13279.13,33744.24
KCA 471D,Truck,FH,Alternator,Electrical,AutoGen_9,3128.03,24-02-25,No power output,Breakdown,177.53,587.56,14932.58,29860.28
KAB 592D,Truck,ASHOK LEYLAND,Brake Pads,Braking System,AutoGen_7,9595.35,15-01-25,Engine noise,Emergency,141.41,214.53,10325.14,29567.58
KBA 648H,Truck,FAW,Tyre,Wheels,JKT,10113.06,17-01-25,Tyre burst,Emergency,128.61,1562.43,9244.48,37657.75
KCB 351C,Truck,FH,Hydraulic Pump,Hydraulics,AutoGen_6,13588.21,26-09-24,Hydraulic issue,Corrective,10.71,536.35,15879.28,41640.41
KBB 198B,Truck,ASHOK LEYLAND,Battery,Electrical,AutoGen_5,4823.32,21-01-25,Low voltage,Corrective,74.38,1299.56,14862.03,39210.37
KDB 998F,Truck,FH,Spark Plug,Ignition,AutoGen_3,8361.69,29-11-24,Hydraulic issue,Preventive,197.78,554.83,20872.68,34593.28
KBC 332D,Truck,ASHOK LEYLAND,Spark Plug,Ignition,AutoGen_1,9734.47,29-04-25,Engine noise,Breakdown,40.98,1139.92,22819.14,40091.96
KAB 449E,Truck,ASHOK LEYLAND,Air Filter,Air Intake,AutoGen_2,11344.85,17-10-24,Clogged filter,Corrective,148.49,997.68,20189.87,36623.92
KBC 204E,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_5,1843.56,07-10-24,Coolant leakage,Corrective,154.68,1404.75,5445.01,26790.73
KBB 716C,Truck,FAW,Tyre,Wheels,JKT,5428.76,08-03-25,Tyre burst,Emergency,22.85,846.62,23279.88,40351.13
KBA 209E,Truck,ASHOK LEYLAND,Battery,Electrical,AutoGen_7,14969.59,12-02-25,Won't start,Breakdown,59.57,438.08,24079.35,45319.43
KAD 323C,Truck,FAW,Radiator,Cooling System,AutoGen_5,6694.93,27-07-24,Coolant leakage,Emergency,32.8,1339.74,16781.08,37153.87
KBD 373F,Truck,FAW,Brake Pads,Braking System,AutoGen_2,4859.39,06-03-25,Hydraulic issue,Corrective,172.49,597.88,19420.99,34546.29
KAC 722A,Truck,FH,Brake Pads,Braking System,AutoGen_3,2068.98,13-02-25,Overheating,Preventive,194.5,533.52,11686.94,30437.31
KDC 648D,Truck,FAW,Air Filter,Air Intake,AutoGen_9,10537.58,13-09-24,Reduced air intake,Preventive,98.87,864.55,24644.23,50989.9
KBA 617E,Truck,FH,Battery,Electrical,AutoGen_5,2541.23,08-05-25,Won't start,Corrective,96.61,485.34,22500.19,38224.15
KAC 403F,Truck,ASHOK LEYLAND,Battery,Electrical,AutoGen_6,9064.76,13-11-24,Battery issue,Emergency,174.5,488.91,17545.86,42758.33
KBB 411F,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_2,2437.66,16-05-25,Overheating,Breakdown,13.52,814.59,10919.73,28806.78
KCD 300B,Truck,FH,Brake Pads,Braking System,AutoGen_3,4639.05,15-01-25,Hydraulic issue,Preventive,98.31,490.36,16482.71,26588.69
KDA 880H,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_6,14419.73,11-08-24,Coolant leakage,Breakdown,44.17,1742.61,19757.85,43209.27
KCC 422H,Truck,FH,Air Filter,Air Intake,AutoGen_5,1545.83,03-03-25,Reduced air intake,Emergency,133.77,1406.76,17921.89,37330.87
KCB 246A,Truck,FAW,Tyre,Wheels,JKT,2298.1,07-09-24,Tyre burst,Corrective,107.21,1075.83,8191.25,17616.42
KAC 801F,Truck,FAW,Brake Pads,Braking System,AutoGen_2,2164.75,10-06-25,Hydraulic issue,Preventive,50.13,799.47,9271.26,23298.27
KBC 281G,Truck,ASHOK LEYLAND,Air Filter,Air Intake,AutoGen_1,11054.5,06-01-25,Reduced air intake,Preventive,38.77,1955.35,15303.17,35690.38
KAD 122A,Truck,FH,Tyre,Wheels,JKT,8381.29,17-04-25,New tyre,Corrective,83.51,1935.31,8748.7,31734.78
KCB 945B,Truck,FAW,Battery,Electrical,AutoGen_1,11795.47,15-12-24,Won't start,Corrective,67.47,1701.74,7423.52,37668.68
KBA 194B,Truck,FH,Brake Pads,Braking System,AutoGen_10,9614.95,05-05-25,Overheating,Emergency,185.16,249.07,28118.02,50609.84
KBD 817D,Truck,FH,Hydraulic Pump,Hydraulics,AutoGen_8,5238.58,11-10-24,Fluid leakage,Corrective,77.23,206.92,15117.43,33445.09
KBC 504A,Truck,ASHOK LEYLAND,Alternator,Electrical,AutoGen_1,8957.67,22-02-25,Overcharging,Breakdown,102.66,1379.47,10075.21,37862.72
KDB 902G,Truck,ASHOK LEYLAND,Alternator,Electrical,JKT,10380.72,11-03-25,No power output,Preventive,143.76,1144.62,14481.23,37571.42
KAA 203G,Truck,FH,Fuel Pump,Fuel System,AutoGen_3,3722.47,31-03-25,Low power,Emergency,91.38,1523.81,26026.35,45839.27
