Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership,REG. NO.,Type_of_Service
KCD 891D,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_9,8494.16,03/23/2025,Hydraulic issue,Emergency,73.22,1014.37,24638.89,41349.32,,Minor Service
KBB 901F,Light vehicle,Probox,Battery,Electrical,AutoGen_3,12942.22,10/27/2024,Low voltage,Breakdown,117.55,1187.63,11362.25,37401.37,,Minor Service
KBC 115A,Light vehicle,Landcruiser,Fuel Pump,Fuel System,JKT,3801.44,04/05/2025,Low power,Corrective,37.05,400.59,26084.03,48791.61,,Minor Service
KCC 532F,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_2,6762.59,02/23/2025,Overheating,Corrective,97.81,994.04,28793.26,55231.95,,Minor Service
KDD 902E,Light vehicle,Probox,Spark Plug,Ignition,JKT,13414.7,02/15/2025,Low power,Breakdown,102.72,1525.99,10423.34,38439.22,,Minor Service
KDB 724H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,4799.18,09/08/2024,Engine noise,Breakdown,155.25,1548.01,29279.77,42228.41,,Major Service
KCA 813G,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_3,11971.51,08/01/2025,Overheating,Preventive,39.79,407.63,28258.78,49515.92,,Minor Service
KAD 407G,Light vehicle,Probox,Radiator,Cooling System,AutoGen_3,5304.05,06/16/2025,Overheating,Preventive,61.87,533.96,13309.07,30991.64,,Minor Service
KAB 795B,Light vehicle,Landcruiser,Tyre,Wheels,JKT,2458.06,08/06/2025,Puncture,Breakdown,91.9,1369.29,11901.63,27700.92,,Minor Service
KBC 364A,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_3,6012.86,04/16/2025,Low power,Preventive,126.04,1424.18,29044.63,50536.26,,Minor Service
KCD 825A,Light vehicle,Landcruiser,Oil Filter,Engine,JKT,5044.54,10/26/2024,Reduced engine performance,Emergency,76.9,624.14,19410.85,39716.44,,Major Service
KCD 282D,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_9,8260.36,08/07/2024,Hydraulic issue,Preventive,66.38,683.53,15140.92,36415.25,,Minor Service
KAB 948G,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_3,9447.44,11/09/2024,Hydraulic issue,Corrective,22.89,336.01,11177.57,35173.95,,Minor Service
KCC 381H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,14023.86,04/02/2025,Reduced engine performance,Emergency,151.96,1446.82,11533.94,40243.99,,Major Service
KCB 475B,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_4,2857.94,10/22/2024,Low power,Emergency,63.35,566.19,6525.78,21290.14,,Minor Service
KBC 236H,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_8,6244.44,04/21/2025,Engine noise,Preventive,8.9,118.49,19890.57,45885.93,,Major Service
KCB 646B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,2551.0,11/21/2024,Engine noise,Breakdown,131.58,1909.11,25862.58,37041.32,,Major Service
KAD 429H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_7,13943.33,01/24/2025,Low power,Emergency,65.42,530.3,15857.48,41371.05,,Minor Service
KCD 351D,Light vehicle,Probox,Tyre,Wheels,JKT,11461.28,03/22/2025,Puncture,Preventive,76.9,746.63,9707.81,31143.96,,Minor Service
KDD 910C,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,11688.2,06/06/2025,Hydraulic issue,Breakdown,116.26,1064.89,14594.12,45315.57,,Minor Service
KCD 348B,Light vehicle,Probox,Radiator,Cooling System,AutoGen_8,8821.22,02/03/2025,Coolant leakage,Corrective,69.59,733.76,8914.94,29651.85,,Minor Service
KCC 438G,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_4,14447.55,11/10/2024,Clogged filter,Emergency,52.72,634.58,17139.29,37144.46,,Minor Service
KAD 244H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_6,4076.17,07/12/2024,Oil leakage,Corrective,199.66,1927.01,29323.43,43603.9,,Minor Service
KDB 629F,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_7,13522.53,08/20/2024,Clogged filter,Preventive,38.13,481.32,24016.86,49729.09,,Minor Service
KCB 706D,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_10,12780.75,01/19/2025,Low pressure,Emergency,64.56,864.32,9222.93,31770.84,,Minor Service
KAC 520G,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_3,11398.43,02/25/2025,Hydraulic issue,Breakdown,32.84,437.5,10599.22,38857.29,,Minor Service
KAB 121A,Light vehicle,Probox,Oil Filter,Engine,JKT,7358.02,03/16/2025,Reduced engine performance,Breakdown,77.34,688.09,25818.9,51208.87,,Major Service
KBC 210A,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_2,7582.85,10/15/2024,Hydraulic issue,Preventive,40.7,521.43,21445.27,36902.23,,Minor Service
KBD 230F,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_9,1768.12,12/25/2024,Oil leakage,Corrective,158.85,1959.97,15200.61,25798.78,,Minor Service
KCC 265F,Light vehicle,Probox,Tyre,Wheels,JKT,4914.36,01/16/2025,New tyre,Breakdown,26.82,368.86,7858.81,20439.63,,Minor Service
KCD 991D,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_9,6879.92,04/21/2025,Battery issue,Preventive,75.27,1085.91,11267.18,36245.84,,Minor Service
KAA 695B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_9,2232.08,06/18/2025,Hydraulic issue,Corrective,80.08,1097.63,16065.88,25005.2,,Minor Service
KCA 506A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_6,12232.45,11/28/2024,Reduced engine performance,Preventive,75.62,650.13,21421.58,48418.95,,Major Service
KCC 981F,Light vehicle,Landcruiser,Spark Plug,Ignition,JKT,4385.68,11/04/2025,Overheating,Preventive,54.98,441.66,9197.16,27917.58,,Minor Service
KCB 887A,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,JKT,11964.93,02/25/2025,Low pressure,Corrective,66.71,655.33,8687.71,34859.52,,Minor Service
KCD 626H,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_10,6869.51,01/12/2024,Hydraulic issue,Preventive,128.98,1360.34,24612.72,44079.51,,Minor Service
KBC 112A,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_10,11197.81,07/22/2024,Overcharging,Preventive,169.35,1734.5,20117.05,44155.52,,Minor Service
KBD 389C,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_8,9145.06,03/11/2024,Reduced air intake,Breakdown,139.77,1656.73,27243.34,53888.8,,Minor Service
KDA 640A,Light vehicle,Probox,Tyre,Wheels,JKT,14978.4,12/25/2024,Puncture,Emergency,69.11,859.79,5564.74,36836.89,,Minor Service
KCA 256A,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_5,12554.15,12/24/2024,Oil leakage,Preventive,166.32,1907.46,26699.29,48128.12,,Minor Service
KBB 491B,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_1,4775.44,10/11/2024,Overheating,Breakdown,190.24,1704.21,24355.26,40030.46,,Minor Service
KCB 834E,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_6,8243.68,02/26/2025,Coolant leakage,Emergency,11.97,127.67,12409.39,32545.98,,Minor Service
KAB 506G,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_4,13208.67,11/26/2024,Low pressure,Corrective,20.03,213.85,6848.99,32299.23,,Minor Service
KAB 480B,Light vehicle,Probox,Battery,Electrical,AutoGen_8,6632.88,12/28/2024,Low voltage,Emergency,177.23,1909.68,22968.79,46136.57,,Minor Service
KCA 153D,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_1,4528.95,07/13/2024,Overheating,Corrective,126.45,1693.08,13534.93,26755.72,,Minor Service
KCC 684A,Light vehicle,Probox,Radiator,Cooling System,AutoGen_6,10712.5,07/13/2024,Coolant leakage,Breakdown,122.21,1006.91,28323.91,46626.8,,Minor Service
KDC 506H,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_9,13302.48,11/15/2024,Overheating,Preventive,90.68,1231.67,8751.51,32609.29,,Minor Service
KDA 961A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,11066.57,11/13/2024,Oil leakage,Breakdown,125.28,1404.99,22138.12,44574.15,,Minor Service
KDB 361A,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,3811.32,12/09/2024,Overheating,Breakdown,32.82,395.73,6297.56,29065.46,,Minor Service
KDC 423H,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_10,7704.2,10/01/2025,Engine noise,Corrective,88.3,1304.01,26098.31,43285.66,,Major Service
KBA 458F,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_6,4926.14,01/29/2025,Won't start,Preventive,143.41,1646.83,11252.92,21563.03,,Minor Service
KAC 394E,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_10,13172.2,10/13/2024,Hydraulic issue,Corrective,101.96,1375.93,16552.43,38928.35,,Minor Service
KCB 132F,Light vehicle,Landcruiser,Tyre,Wheels,JKT,13335.31,03/31/2025,New tyre,Breakdown,25.13,287.82,18615.59,45662.22,,Minor Service
KBC 150E,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_6,10120.68,04/17/2025,Fluid leakage,Preventive,124.58,1215.91,8374.48,35380.67,,Minor Service
KAA 196F,Light vehicle,Probox,Alternator,Electrical,AutoGen_4,5818.0,12/01/2025,No power output,Preventive,145.15,1325.92,25342.66,47058.34,,Minor Service
KBA 228E,Light vehicle,Probox,Oil Filter,Engine,AutoGen_3,14459.13,09/12/2024,Reduced engine performance,Corrective,111.68,1180.32,28125.82,51862.88,,Major Service
KBA 668A,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_4,4157.73,02/16/2025,Clogged filter,Emergency,18.47,239.45,7230.33,23047.57,,Minor Service
KDA 690D,Light vehicle,Probox,Battery,Electrical,AutoGen_1,6808.34,10/18/2024,Low voltage,Emergency,87.13,1197.89,9769.69,31192.2,,Minor Service
KDC 736G,Light vehicle,Landcruiser,Oil Filter,Engine,JKT,1752.18,07/10/2024,Reduced engine performance,Preventive,138.29,1469.36,6312.55,19707.53,,Major Service
KCD 645H,Light vehicle,Probox,Alternator,Electrical,AutoGen_6,14938.17,04/28/2025,No power output,Emergency,62.52,649.48,18978.48,52027.25,,Minor Service
KDA 111B,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_9,14289.03,10/22/2024,Reduced air intake,Breakdown,19.62,270.24,13402.77,40791.53,,Minor Service
KDC 849H,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_9,7685.39,01/14/2025,Hydraulic issue,Preventive,145.47,1522.97,14863.36,32755.78,,Minor Service
KCB 667A,Light vehicle,Probox,Alternator,Electrical,AutoGen_2,8303.64,03/03/2025,Electrical failure,Emergency,108.12,1063.77,18831.17,34779.14,,Minor Service
KDB 237F,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_6,8950.37,01/31/2025,Hydraulic issue,Preventive,132.98,1171.89,12274.69,35383.88,,Minor Service
KCA 849E,Light vehicle,Landcruiser,Alternator,Electrical,JKT,4562.16,05/28/2025,Electrical failure,Emergency,87.23,1119.19,26509.96,47763.56,,Minor Service
KDB 826H,Light vehicle,Probox,Radiator,Cooling System,AutoGen_9,6392.07,09/19/2024,Coolant leakage,Preventive,107.7,1227.09,14819.22,30491.1,,Minor Service
KCC 614D,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_8,9330.11,08/29/2024,Clogged filter,Corrective,42.46,595.14,9960.12,37867.62,,Minor Service
KCC 435F,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_2,13548.86,08/05/2025,Engine noise,Breakdown,93.66,1374.78,20341.62,53602.68,,Major Service
KDB 399C,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_9,2715.84,07/14/2024,Won't start,Breakdown,15.79,163.18,23212.37,40021.96,,Minor Service
KDD 939H,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_9,5108.71,07/19/2024,Low power,Emergency,123.26,1348.12,16819.52,31755.26,,Minor Service
KAC 917E,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_8,5714.21,03/04/2025,Low pressure,Breakdown,69.41,840.69,29968.67,50040.34,,Minor Service
KAB 511C,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_5,3622.03,03/05/2025,Reduced engine performance,Emergency,54.83,488.92,6352.0,27190.32,,Major Service
KCB 241G,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_4,5534.03,04/28/2025,Low power,Breakdown,130.25,1915.58,10394.77,34731.73,,Minor Service
KCA 708C,Light vehicle,Probox,Battery,Electrical,AutoGen_10,12583.45,01/18/2025,Battery issue,Emergency,15.72,137.53,20188.72,46902.99,,Minor Service
KBA 874D,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_4,4160.35,08/28/2024,Overheating,Emergency,79.47,754.65,20512.12,43189.61,,Minor Service
KDA 858G,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_9,3733.01,01/26/2025,Coolant leakage,Preventive,25.43,323.21,5846.82,26777.13,,Minor Service
KBA 317A,Light vehicle,Probox,Tyre,Wheels,JKT,4132.33,11/09/2024,Puncture,Corrective,68.28,962.92,27850.97,39689.67,,Minor Service
KCD 898C,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,11279.08,05/06/2025,Low pressure,Corrective,106.55,1053.65,16533.32,33671.93,,Minor Service
KDB 756B,Light vehicle,Probox,Oil Filter,Engine,JKT,14264.96,02/17/2025,Oil leakage,Preventive,154.77,1595.53,25848.71,46653.98,,Minor Service
KAA 184E,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_1,3416.61,04/22/2025,No power output,Corrective,234.81,1961.11,26676.24,46032.16,,Minor Service
KBB 435A,Light vehicle,Landcruiser,Battery,Electrical,JKT,4027.24,02/20/2025,Won't start,Emergency,147.14,1768.25,28930.41,50657.88,,Minor Service
KAB 324E,Light vehicle,Probox,Tyre,Wheels,JKT,10233.4,07/16/2024,New tyre,Breakdown,141.76,1275.25,22518.33,42993.32,,Minor Service
KBC 143F,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_1,10411.3,09/07/2024,Reduced air intake,Breakdown,48.08,593.03,26338.13,55921.47,,Minor Service
KAB 580E,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_8,6935.7,03/26/2025,Fluid leakage,Emergency,165.77,1801.26,25539.26,38667.39,,Minor Service
KBB 229F,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_5,8594.6,07/17/2024,Overheating,Preventive,241.98,1939.98,19192.75,43139.85,,Minor Service
KAA 200A,Light vehicle,Probox,Radiator,Cooling System,AutoGen_6,14041.32,09/07/2024,Overheating,Breakdown,26.56,386.35,17521.39,46337.68,,Minor Service
KBA 998C,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,2221.68,11/04/2025,Fluid leakage,Breakdown,165.72,1656.52,28604.21,43804.63,,Minor Service
KBB 730G,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_2,4941.17,02/18/2025,Low power,Corrective,176.18,1798.17,14770.33,26963.88,,Minor Service
KDB 748H,Light vehicle,Probox,Battery,Electrical,AutoGen_1,14660.42,07/13/2024,Battery issue,Preventive,60.14,564.75,17039.69,46931.31,,Minor Service
KDC 574G,Light vehicle,Probox,Alternator,Electrical,AutoGen_5,5931.76,12/21/2024,No power output,Preventive,48.74,652.9,25667.62,51102.31,,Minor Service
KBC 731E,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_10,13661.36,11/08/2024,Clogged filter,Breakdown,225.08,1878.72,12058.4,36317.28,,Minor Service
KAD 144B,Light vehicle,Probox,Alternator,Electrical,AutoGen_9,8259.13,04/01/2025,No power output,Corrective,26.87,325.76,15800.48,34206.9,,Minor Service
KAC 832H,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_2,2036.95,05/04/2025,Won't start,Emergency,143.95,1646.67,27797.88,43568.57,,Minor Service
KAA 753B,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_1,14943.47,01/29/2025,Overcharging,Breakdown,192.11,1824.61,14745.51,41039.34,,Minor Service
KCD 313C,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_1,5342.25,10/21/2024,Clogged filter,Emergency,54.63,735.06,17569.01,29436.1,,Minor Service
KDD 387B,Light vehicle,Probox,Oil Filter,Engine,AutoGen_7,3214.95,11/12/2024,Oil leakage,Corrective,22.06,278.71,21067.11,32958.51,,Minor Service
HM-340,Heavy Machinery,Compressor,Oil Filter,Engine,AutoGen_2,3429.86,07/04/2025,Oil leakage,Preventive,602.98,749.13,7075.91,16490.52,,Minor Service
HM-769,Heavy Machinery,SHOVEL,Air Filter,Air Intake,AutoGen_3,3646.59,04/27/2025,Clogged filter,Emergency,1074.17,1915.04,13821.31,29318.31,,Minor Service
HM-665,Heavy Machinery,JCB GRABBER,Hydraulic Pump,Hydraulics,JKT,7418.34,03/23/2025,Hydraulic issue,Corrective,1264.4,1387.67,5140.77,20219.95,,Minor Service
HM-108,Heavy Machinery,HYDRA,Alternator,Electrical,AutoGen_5,4121.97,03/29/2025,Overcharging,Emergency,474.69,1045.2,21898.07,41148.27,,Minor Service
HM-147,Heavy Machinery,HYDRA,Tyre,Wheels,JKT,14283.36,01/29/2025,Tyre burst,Emergency,427.57,1023.59,7047.55,39541.6,,Minor Service
HM-196,Heavy Machinery,Compressor,Air Filter,Air Intake,AutoGen_7,11114.45,08/30/2024,Clogged filter,Breakdown,129.68,285.88,27890.79,52848.05,,Minor Service
HM-332,Heavy Machinery,SHOVEL,Tyre,Wheels,JKT,2982.02,08/26/2024,Puncture,Corrective,261.47,605.78,18897.56,29057.53,,Minor Service
HM-894,Heavy Machinery,Compressor,Battery,Electrical,AutoGen_2,3888.61,03/15/2025,Won't start,Preventive,673.82,1828.37,26904.05,45931.46,,Minor Service
HM-302,Heavy Machinery,Compressor,Radiator,Cooling System,AutoGen_3,9374.96,11/25/2024,Coolant leakage,Corrective,114.51,329.45,20196.08,46429.52,,Minor Service
HM-952,Heavy Machinery,SHOVEL,Hydraulic Pump,Hydraulics,AutoGen_9,3215.91,09/23/2024,Low pressure,Corrective,187.26,554.99,18866.9,40175.7,,Minor Service
HM-856,Heavy Machinery,HYDRA,Radiator,Cooling System,AutoGen_9,2660.95,04/10/2024,Coolant leakage,Emergency,566.11,843.09,20700.93,35694.67,,Minor Service
HM-560,Heavy Machinery,Compressor,Fuel Pump,Fuel System,AutoGen_9,7167.26,11/28/2024,Overheating,Corrective,678.55,1676.75,27593.25,49159.09,,Minor Service
HM-453,Heavy Machinery,HYDRA,Fuel Pump,Fuel System,AutoGen_7,11815.68,09/30/2024,Hydraulic issue,Breakdown,347.88,838.14,5381.46,36872.47,,Minor Service
HM-332,Heavy Machinery,Compressor,Brake Pads,Braking System,JKT,5378.65,07/08/2024,Hydraulic issue,Preventive,481.39,1032.38,9458.6,24762.73,,Minor Service
HM-543,Heavy Machinery,HYDRA,Oil Filter,Engine,AutoGen_3,14182.3,04/01/2025,Oil leakage,Emergency,237.11,414.4,14043.22,35519.37,,Minor Service
HM-744,Heavy Machinery,HYDRA,Alternator,Electrical,AutoGen_2,13984.62,03/08/2024,Electrical failure,Preventive,359.64,651.38,11758.29,41535.27,,Minor Service
HM-674,Heavy Machinery,Compressor,Fuel Pump,Fuel System,AutoGen_2,3010.36,07/28/2024,Overheating,Corrective,100.1,125.92,19615.43,31324.74,,Minor Service
HM-960,Heavy Machinery,Compressor,Fuel Pump,Fuel System,AutoGen_10,1544.17,03/08/2024,Low power,Preventive,578.97,727.38,15990.42,30144.06,,Minor Service
HM-674,Heavy Machinery,JCB GRABBER,Oil Filter,Engine,AutoGen_1,14038.01,03/05/2025,Oil leakage,Preventive,392.66,484.19,23754.25,56082.82,,Minor Service
HM-403,Heavy Machinery,SHOVEL,Spark Plug,Ignition,AutoGen_9,9985.91,11/01/2025,Low power,Corrective,243.05,474.21,25198.83,41893.7,,Minor Service
HM-615,Heavy Machinery,SHOVEL,Tyre,Wheels,JKT,10684.56,09/06/2025,Puncture,Breakdown,629.43,1776.9,24256.33,52963.57,,Minor Service
HM-628,Heavy Machinery,HYDRA,Tyre,Wheels,JKT,13284.34,04/24/2025,New tyre,Breakdown,246.62,516.17,17317.05,46867.55,,Minor Service
HM-255,Heavy Machinery,SHOVEL,Hydraulic Pump,Hydraulics,AutoGen_3,9716.1,01/15/2025,Fluid leakage,Breakdown,670.63,1994.26,27591.76,55234.5,,Minor Service
HM-985,Heavy Machinery,HYDRA,Fuel Pump,Fuel System,JKT,5908.78,08/09/2024,Hydraulic issue,Breakdown,684.89,1959.36,6280.32,28602.22,,Minor Service
HM-965,Heavy Machinery,Compressor,Battery,Electrical,AutoGen_10,2581.87,12/08/2024,Low voltage,Breakdown,1465.57,1934.74,7337.69,29343.17,,Minor Service
HM-421,Heavy Machinery,HYDRA,Hydraulic Pump,Hydraulics,AutoGen_9,14095.4,04/01/2025,Fluid leakage,Preventive,376.27,673.91,9789.46,38157.5,,Minor Service
HM-578,Heavy Machinery,HYDRA,Fuel Pump,Fuel System,AutoGen_2,2482.53,10/04/2025,Hydraulic issue,Corrective,334.66,693.97,5872.81,13451.72,,Minor Service
HM-173,Heavy Machinery,SHOVEL,Air Filter,Air Intake,AutoGen_1,7843.32,12/07/2024,Reduced air intake,Corrective,714.5,1228.71,21613.62,41950.69,,Minor Service
HM-732,Heavy Machinery,Compressor,Tyre,Wheels,JKT,13748.31,06/07/2024,New tyre,Emergency,1014.4,1482.02,20833.73,49109.36,,Minor Service
HM-936,Heavy Machinery,SHOVEL,Spark Plug,Ignition,AutoGen_1,4455.25,12/04/2025,Hydraulic issue,Emergency,638.68,1261.45,29291.91,42688.84,,Minor Service
HM-326,Heavy Machinery,SHOVEL,Battery,Electrical,AutoGen_3,8280.89,08/29/2024,Won't start,Corrective,488.52,778.29,10522.54,26671.99,,Minor Service
HM-165,Heavy Machinery,Compressor,Radiator,Cooling System,AutoGen_1,10490.92,07/07/2024,Coolant leakage,Corrective,761.07,1670.11,14671.81,30355.69,,Minor Service
HM-761,Heavy Machinery,SHOVEL,Air Filter,Air Intake,AutoGen_9,13436.39,04/27/2025,Clogged filter,Preventive,361.33,893.4,25319.7,56778.93,,Minor Service
HM-480,Heavy Machinery,SHOVEL,Spark Plug,Ignition,AutoGen_9,7424.38,12/01/2025,Overheating,Corrective,550.45,978.42,26589.16,41640.26,,Minor Service
HM-821,Heavy Machinery,SHOVEL,Brake Pads,Braking System,AutoGen_9,13541.89,10/23/2024,Low power,Corrective,559.11,1397.84,6044.84,26137.62,,Minor Service
HM-724,Heavy Machinery,JCB GRABBER,Hydraulic Pump,Hydraulics,AutoGen_1,13145.96,06/13/2025,Fluid leakage,Preventive,202.89,208.51,26194.72,58924.54,,Minor Service
HM-798,Heavy Machinery,HYDRA,Brake Pads,Braking System,AutoGen_3,5554.07,03/12/2024,Low power,Emergency,515.86,1434.82,21823.88,35554.88,,Minor Service
HM-426,Heavy Machinery,Compressor,Brake Pads,Braking System,AutoGen_7,11787.63,05/15/2025,Engine noise,Preventive,65.44,111.0,8390.82,31105.64,,Major Service
HM-304,Heavy Machinery,Compressor,Battery,Electrical,AutoGen_8,14686.97,10/16/2024,Low voltage,Preventive,68.68,117.87,29627.76,53045.91,,Minor Service
HM-297,Heavy Machinery,JCB GRABBER,Hydraulic Pump,Hydraulics,AutoGen_9,2023.75,12/20/2024,Low pressure,Corrective,1138.02,1492.06,23710.4,32720.14,,Minor Service
HM-614,Heavy Machinery,JCB GRABBER,Fuel Pump,Fuel System,AutoGen_6,9006.47,02/03/2025,Hydraulic issue,Breakdown,520.7,1025.91,11530.76,25543.54,,Minor Service
HM-245,Heavy Machinery,HYDRA,Air Filter,Air Intake,AutoGen_3,7149.65,10/11/2024,Reduced air intake,Preventive,326.75,589.97,22606.52,43360.09,,Minor Service
HM-732,Heavy Machinery,SHOVEL,Brake Pads,Braking System,AutoGen_8,7817.95,11/05/2025,Overheating,Breakdown,293.83,678.56,13923.98,28711.03,,Minor Service
